;clip_index;movie_id;annotator;label;concepts;comment;start_frame;end_frame;imdb_key;movie_title;framerate;subtitle;start_clip;end_clip
848;id_44;44;annotator2;Sure;['Speech'];[];41515;42096;tt0110912;Pulp Fiction;23.976; and, uh, twistix from the kitchen? OK. Hey, uh, what do you think about Trudi? She ain't got a boyfriend. You want to, uh, hang out, get high? Which one is Trudi? The one with all the shit in her face. No, that's Jody. That's my wife. I'm sorry, man. Thank you. No, I can't. Um, I gotta be someplace. All right. No problemo.;2594;2630
849;id_45;44;annotator2;Sure;['Voice', 'Clothing', 'Posture'];[];42097;42233;tt0110912;Pulp Fiction;23.976; All right. No problemo. I'll take a rain check. Oh. Thank you, Jody.;2631;2639
850;id_46;44;annotator2;Easy Negative;[];[];42234;43356;tt0110912;Pulp Fiction;23.976; Oh. Thank you, Jody. Still got your Malibu? Ah, man. You know what some fucker did the other day? What? Fucking keyed it. Oh, man, that's fucked up. Tell me about it. I had it in storage for 3 years. It was out 5 days... and some dickless piece of shit fucked with it. They should be fucking killed, man. No trial, no jury, straight to execution. Boy, I wish I could've caught him doing it. I'd have given anything to catch that asshole doing it. It'a been worth him doing it... just so I could've caught him doing it. What a fucker! What's more chicken shit... than fucking with a man's automobile? I mean, don't fuck with another man's vehicle. You don't do it. It's just against the rules. Thank you. Thank you. Mind if I shoot up here?;2639;2709
851;id_47;44;annotator2;Easy Negative;[];[];43357;45220;tt0110912;Pulp Fiction;23.976; Mind if I shoot up here? Mi casa, su casa. Muchas gracias.;2709;2826
852;id_48;44;annotator2;Hard Negative;['Voice'];[];45221;46197;tt0110912;Pulp Fiction;23.976;;2826;2887
853;id_49;44;annotator2;Easy Negative;[];[];46198;46437;tt0110912;Pulp Fiction;23.976; Hello? Billy Ray was a preacher's son;2887;2902
854;id_50;44;annotator2;Sure;['Body'];[];46438;46559;tt0110912;Pulp Fiction;23.976; Billy Ray was a preacher's son And when his daddy would visit he'd come along Vincent.;2902;2909
855;id_51;44;annotator2;Hard Negative;['Voice'];[];46560;46928;tt0110912;Pulp Fiction;23.976; Vincent. Vincent. I'm on the intercom. Where is it? Where is the intercom? It's on the wall by the two African fellows. To your right. ...was the son of a preacher man;2910;2932
856;id_52;44;annotator2;Hard Negative;['Voice'];[];46929;47264;tt0110912;Pulp Fiction;23.976; ...was the son of a preacher man The only boy... Warm. Warmer. Disco. Hello. Push the button if you want to talk.;2933;2953
857;id_53;44;annotator2;Sure;['Body', 'Voice'];[];47265;47417;tt0110912;Pulp Fiction;23.976; Push the button if you want to talk. Hello. Go make yourself a drink... and I'll be down in two shakes of a lamb's tail.;2954;2963
858;id_54;44;annotator2;Easy Negative;[];[];47418;48658;tt0110912;Pulp Fiction;23.976; and I'll be down in two shakes of a lamb's tail. The bar is by the fireplace. Being good isn't always easy OK. When he started sweettalkin' to me He'd come and tell me everything is all right He'd kiss and tell me everything is all right Can I get away again tonight? The only one who could ever reach me Was the son of a preacher man The only boy who could ever teach me Was the son of a preacher man Yes, he was, he was Lord knows he was, Ooh, yes, he was How well I remember The look that was in his eyes Stealin' kisses from me on the sly Takin' time to make time Tellin' me that he's all mine Learnin' from each other's knowin';2963;3041
859;id_55;44;annotator2;Hard Negative;['Posture', 'Look'];[];48659;48916;tt0110912;Pulp Fiction;23.976; Learnin' from each other's knowin' Lookin' to see how much we've grown And the only one who could ever reach me Was the son of a preacher man The only boy who could ever teach me;3041;3057
860;id_56;44;annotator2;Sure;['Body'];[];48917;49162;tt0110912;Pulp Fiction;23.976; The only boy who could ever teach me Was the son of a preacher man Yes, he was, he was Oh, yes, he was Let's go.;3057;3072
861;id_57;44;annotator2;Easy Negative;[];[];49163;50145;tt0110912;Pulp Fiction;23.976; Let's go. What the fuck is this place? This is Jack Rabbit Slim's. An Elvis man should love it. Come on, Mia, let's go get a steak. You can get a steak here, daddyo. Don't be a... Oh, after you, kitty cat.;3072;3134
862;id_58;44;annotator2;Easy Negative;[];[];50146;51632;tt0110912;Pulp Fiction;23.976; Good evening, ladies and gentlemen. Now, how may I help you? There's a reservation under Wallace. Wallace? We reserved a car. Oh, a car. Why don't you seat them in the Chrysler? Throw a nickel in the jukebox Then we start to rock School gal, baby, gonna tell you some news You sure do look good in them baby doll shoes Well, it's one, two, pull off my shoes Three, four, get out on the floor Five, six, gonna get your kicks Down at the corner of Lincoln and 46th, yeah All right I've been waitin' in school all day long Waitin' on the bell to ring so I can go home Throw my books on the table, Pick up the telephone Come on, baby, let's get somethin' goin' Decaf! Just a minute. Throw a nickel in the jukebox Then we start to rock School's out baby, gonna tell you some news You sure do look good in them baby doll shoes Well, it's one, two, pull off my shoes;3134;3226
863;id_59;44;annotator2;Sure;['Body', 'Clothing'];[];51633;51837;tt0110912;Pulp Fiction;23.976; Well, it's one, two, pull off my shoes Three, four, get out on the floor Five, six, come get your kicks Down at the corner of Lincoln and 46th;3227;3239
864;id_60;44;annotator2;Hard Negative;['Body', 'Clothing', 'Posture'];['poster'];51838;52016;tt0110912;Pulp Fiction;23.976; Down at the corner of Lincoln and 46th You gotta move, start rockin', baby Rockin', rockin', baby, gonna rock all night Rock all night, just wait and see;3239;3250
865;id_61;44;annotator2;Easy Negative;[];[];52017;52615;tt0110912;Pulp Fiction;23.976; Rock all night, just wait and see Ricky! Ricky! Let's hear it for Ricky Nelson! Fantastic job, Rick. Thank you very much. Vincent! Just so that you all know... Ricky will be back in the second half of our show. So we hope you enjoy your meals here at Jack Rabbit Slim's. Thank you.;3251;3288
866;id_62;44;annotator2;Hard Negative;['Clothing'];[];52616;52702;tt0110912;Pulp Fiction;23.976; Thank you. Call for...;3288;3293
867;id_63;44;annotator2;Hard Negative;['Voice', 'Posture'];[];52703;54914;tt0110912;Pulp Fiction;23.976; Call for... Phillip... Morris! What do you think? I think it's like a wax museum with a pulse. Hi, I'm Buddy. What can I get you? Let's see. Steak, steak, steak. Yeah, the Douglas Sirk steak. I'll have that. How do you want that cooked? Burnt to a crisp, or bloody as hell? Bloody as hell, and oh, yeah, look at this. Vanilla Coke. What about you, Peggy Sue? I'll have the Durwood Kirby burger, bloody, and... the $5.00 shake. How do you want that shake? Martin and Lewis, or Amos and Andy? Martin and Lewis. Did you just order a $5.00 shake? Mmhmm. That's a shake. That's milk and ice cream. Last I heard. That's $5.00? You don't put bourbon in it or nothin'? No. Just checkin'. I'll be right back with your drinks. ...lonesome town To cry my troubles away... Could you, um... roll me one of those, cowboy? You can have this one, cowgirl. Thanks. ...with regret Think nothin' of it. ...lonesome town;3293;3432
868;id_64;44;annotator2;Easy Negative;[];[];54915;55259;tt0110912;Pulp Fiction;23.976; ...lonesome town I can learn to forget So... Marsellus said you just got back from Amsterdam. Sure did. How long were you there? Just over three years.;3432;3453
869;id_65;44;annotator2;Hard Negative;['Exp of emotion'];[];55260;55569;tt0110912;Pulp Fiction;23.976; Just over three years. I go there about once a year to chill out for a month. No kiddin'? I didn't know that. Why would you?;3453;3473
870;id_66;44;annotator2;Hard Negative;['Speech'];[];55570;56495;tt0110912;Pulp Fiction;23.976;" I heard you did a pilot. That was my fifteen minutes. What was it? It was a show about a team of female secret agents... called ""Fox Force Five."" What? ""Fox Force Five."" Fox, as in we're a bunch of foxy chicks. Force, as in we're a force to be reckoned with. And Five, as in there's one, two, three, four, five of us. There was a blond one... Sommerset O'Neal. She was the leader. The Japanese Fox was a kungfu master. The black girl was a demolition expert. French Fox's speciality was sex.";3473;3530
871;id_67;44;annotator2;Hard Negative;['Voice', 'Exp of emotion'];[];56496;56731;tt0110912;Pulp Fiction;23.976; French Fox's speciality was sex. What was your specialty? Knives. Character I played, Raven McCoy... her background was she grew up raised by circus performers.;3531;3545
872;id_68;44;annotator2;Hard Negative;['Voice', 'Speech', 'Exp of emotion'];[];56732;57608;tt0110912;Pulp Fiction;23.976; her background was she grew up raised by circus performers. According to the show... she was the deadliest woman in the world with a knife... and she knew a zillion old jokes. Her grandfather, an old vaudevillian, taught her. And if we would've got picked up... they would've worked in a gimmick where every show... I would've told another joke. You know any of them old jokes? Well, I only got the chance to say one... 'cause we only did one show. Tell me. It's corny. Don't be that way. Tell me. No. You wouldn't like it, and I'd be embarrassed.;3545;3600
873;id_69;44;annotator2;Easy Negative;[];[];57609;58182;tt0110912;Pulp Fiction;23.976; No. You wouldn't like it, and I'd be embarrassed. You'd be em... You told 50 million people, and you can't tell me? I promise I won't laugh. That's what I'm afraid of, Vince. That's not what I meant, and you know it. Well, now I'm definitely not gonna tell you... 'cause it's been built up too much. What a gyp. Martin and Lewis.;3600;3636
874;id_70;44;annotator2;Hard Negative;['Voice', 'Activities'];[];58183;58722;tt0110912;Pulp Fiction;23.976; Vanilla Coke. Mmm. Yummy. You think I could have a sip of that? Be my guest. I gotta know what a $5.00 shake tastes like. You can use my straw. I don't have cooties.;3636;3670
875;id_71;44;annotator2;Hard Negative;['Voice'];[];58723;58926;tt0110912;Pulp Fiction;23.976; You can use my straw. I don't have cooties. Yeah, but maybe I do. Cooties, I can handle. All right.;3670;3682
876;id_72;44;annotator2;Hard Negative;['Type of shot'];[];58927;59648;tt0110912;Pulp Fiction;23.976; Goddamn, that's a pretty fuckin' good milk shake. Told you. I don't know if it was worth $5.00... but it was pretty fucking good.;3682;3727
